,Gender,Age,Education,EducationField,JobRole,YearsAtCompany,BusinessTravel,Department,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHQ,State,AgeWhenHired,MaritalStatus,PercentSalaryHike,StockOptionLevel,MonthlyIncome,Compensation
1159,M,33.0,Masters,Medical,Sales Executive,6.0,Travel_Rarely,Finance,Very High,High,Associate,Very High,1.0,No,Excellent,High,6.0,5.0,3.0,2.0,0.0,4.0,2.9596,NY,45.0,Divorced,14.0,Large Option Plan,5505.0,High
1160,M,31.0,Masters,Life Sciences,Sales Executive,10.0,Travel_Rarely,Finance,Low,High,Associate,Very High,1.0,No,Excellent,Low,10.0,2.0,3.0,0.0,0.0,2.0,5.515,NJ,24.0,Married,11.0,Large Option Plan,5476.0,Low
1161,M,47.0,Masters,Life Sciences,Manager,3.0,Travel_Rarely,Finance,Medium,Very High,Executive,Medium,6.0,No,Excellent,High,29.0,2.0,3.0,2.0,1.0,2.0,5.1789,NY,21.0,Divorced,14.0,Small Option Plan,15972.0,High
1162,M,41.0,Some College,Life Sciences,Sales Executive,2.0,Travel_Rarely,Sales,Very High,High,Manager,High,3.0,Yes,Excellent,Very High,21.0,2.0,3.0,0.0,0.0,2.0,6.8516,NJ,32.0,Single,16.0,No Option Plan,7082.0,High
1163,M,20.0,Below College,Life Sciences,Sales Representative,2.0,Travel_Rarely,Sales,Very High,High,Junior Associate,Low,1.0,No,Excellent,Low,2.0,3.0,3.0,2.0,0.0,2.0,2.5735,NY,40.0,Single,11.0,No Option Plan,2728.0,High
1164,M,33.0,Bachelors,Life Sciences,Sales Executive,6.0,Non-Travel,Sales,High,High,Associate,Very High,1.0,Yes,Outstanding,High,7.0,2.0,3.0,5.0,1.0,2.0,9.5247,NJ,50.0,Divorced,25.0,Full Option Plan,5368.0,High
1165,M,37.0,Masters,Medical,Sales Executive,6.0,Travel_Frequently,Information Technology,High,Low,Associate,Very High,1.0,No,Excellent,High,6.0,2.0,2.0,3.0,1.0,3.0,6.9126,NY,23.0,Divorced,14.0,Large Option Plan,9525.0,High
1166,M,43.0,Bachelors,Medical,Sales Executive,10.0,Travel_Rarely,Information Technology,Very High,High,Associate,Very High,1.0,Yes,Excellent,Low,10.0,3.0,3.0,9.0,8.0,8.0,4.4141,NJ,32.0,Married,17.0,Full Option Plan,7847.0,High
1167,F,41.0,Bachelors,Marketing,Sales Executive,10.0,Travel_Rarely,Information Technology,Very High,High,Manager,High,1.0,No,Excellent,Medium,10.0,3.0,3.0,8.0,8.0,7.0,8.1137,NY,23.0,Single,12.0,No Option Plan,9241.0,High
1168,M,36.0,Masters,Life Sciences,Sales Representative,13.0,Travel_Rarely,Information Technology,High,High,Associate,Very High,3.0,No,Excellent,High,17.0,2.0,2.0,7.0,6.0,7.0,5.6396,NJ,26.0,Single,15.0,No Option Plan,4502.0,High
1169,M,47.0,Masters,Marketing,Sales Executive,1.0,Non-Travel,Information Technology,High,High,Associate,Medium,7.0,No,Excellent,Very High,4.0,3.0,1.0,0.0,0.0,0.0,6.7296,NY,45.0,Married,11.0,Full Option Plan,4978.0,High
1170,F,46.0,Bachelors,Life Sciences,Sales Executive,10.0,Travel_Rarely,Information Technology,High,High,Manager,Very High,4.0,Yes,Excellent,Medium,13.0,5.0,2.0,6.0,0.0,3.0,6.9033,NJ,31.0,Divorced,12.0,Full Option Plan,10368.0,High
1171,F,32.0,Bachelors,Life Sciences,Sales Executive,4.0,Travel_Rarely,Sales,Very High,Low,Manager,High,3.0,No,Excellent,High,10.0,2.0,1.0,3.0,0.0,2.0,3.0199,NJ,27.0,Married,13.0,Full Option Plan,9610.0,Low
1172,F,40.0,Masters,Medical,Manager,21.0,Travel_Rarely,Sales,Medium,High,VP to C-Level,Medium,1.0,No,Excellent,Medium,21.0,3.0,2.0,8.0,12.0,8.0,8.0002,NY,20.0,Single,14.0,No Option Plan,19833.0,High
1173,F,31.0,Bachelors,Technical Degree,Sales Executive,5.0,Travel_Rarely,Sales,Low,High,Associate,High,1.0,No,Excellent,High,6.0,3.0,3.0,2.0,0.0,2.0,9.9479,NJ,31.0,Married,19.0,Full Option Plan,8346.0,High
1174,M,30.0,Some College,Marketing,Sales Executive,7.0,Travel_Rarely,Sales,High,Medium,Manager,Low,2.0,No,Excellent,Low,12.0,2.0,3.0,7.0,1.0,7.0,2.7051,NY,29.0,Divorced,11.0,Full Option Plan,7140.0,High
1175,M,33.0,Bachelors,Marketing,Sales Executive,11.0,Non-Travel,Sales,Very High,High,Associate,Medium,8.0,No,Excellent,Very High,13.0,2.0,2.0,7.0,1.0,7.0,9.8074,NJ,33.0,Single,15.0,No Option Plan,5147.0,Low
1176,F,49.0,Masters,Marketing,Sales Executive,5.0,Travel_Rarely,Sales,Very High,High,Associate,Very High,3.0,No,Excellent,High,8.0,1.0,4.0,1.0,0.0,4.0,8.8041,NY,30.0,Single,12.0,No Option Plan,4507.0,High
1177,F,34.0,Bachelors,Life Sciences,Sales Executive,15.0,Non-Travel,Sales,Very High,High,Associate,High,1.0,Yes,Excellent,High,15.0,3.0,3.0,14.0,0.0,7.0,6.8149,NY,38.0,Divorced,14.0,Full Option Plan,4001.0,High
1178,M,34.0,Some College,Life Sciences,Sales Executive,2.0,Travel_Rarely,Marketing,Very High,Low,Associate,Very High,5.0,No,Excellent,Low,6.0,3.0,3.0,2.0,2.0,2.0,9.1323,NJ,34.0,Single,12.0,No Option Plan,6029.0,High
1179,M,31.0,Masters,Marketing,Sales Executive,12.0,Travel_Rarely,Marketing,Low,Medium,Associate,Very High,1.0,No,Excellent,Low,13.0,3.0,3.0,7.0,5.0,7.0,3.9079,NY,20.0,Married,14.0,Large Option Plan,5468.0,High
1180,F,37.0,Some College,Marketing,Sales Executive,5.0,Travel_Rarely,Marketing,Medium,Medium,Associate,Medium,1.0,No,Excellent,Low,5.0,2.0,3.0,2.0,0.0,3.0,4.6799,NY,25.0,Married,14.0,Large Option Plan,4189.0,High
1181,M,46.0,Some College,Life Sciences,Sales Executive,2.0,Non-Travel,Marketing,Medium,Medium,Associate,Medium,8.0,No,Excellent,High,6.0,3.0,3.0,2.0,2.0,2.0,9.3994,NY,19.0,Single,15.0,No Option Plan,7991.0,High
1182,M,39.0,Bachelors,Life Sciences,Sales Executive,2.0,Travel_Frequently,Marketing,High,High,Associate,Very High,2.0,No,Excellent,Very High,7.0,6.0,3.0,1.0,2.0,2.0,9.5773,NY,25.0,Divorced,18.0,Full Option Plan,4127.0,Low
1183,M,41.0,Below College,Marketing,Sales Executive,22.0,Travel_Rarely,Sales,High,High,Manager,High,0.0,Yes,Excellent,Very High,23.0,3.0,4.0,14.0,13.0,5.0,1.5967,NY,22.0,Divorced,13.0,Full Option Plan,10447.0,Low
1184,F,34.0,Some College,Technical Degree,Sales Executive,10.0,Travel_Rarely,Sales,Medium,Very High,Associate,High,1.0,No,Outstanding,High,10.0,5.0,3.0,8.0,4.0,8.0,4.4759,NY,43.0,Married,21.0,Large Option Plan,6799.0,Low
1185,M,58.0,Bachelors,Medical,Manager,16.0,Non-Travel,Sales,Medium,High,Executive,Medium,4.0,No,Outstanding,Very High,37.0,0.0,2.0,9.0,14.0,14.0,4.4682,NY,46.0,Divorced,22.0,Full Option Plan,16291.0,Low
1186,F,31.0,Masters,Marketing,Sales Executive,3.0,Travel_Frequently,Sales,Low,High,Manager,Low,2.0,No,Excellent,Very High,9.0,3.0,3.0,2.0,2.0,2.0,6.6272,NJ,45.0,Married,14.0,Large Option Plan,9637.0,High
1187,M,38.0,Masters,Marketing,Sales Representative,4.0,Travel_Rarely,Sales,Medium,Low,Associate,Very High,2.0,Yes,Outstanding,Low,20.0,4.0,2.0,2.0,0.0,3.0,6.6976,NY,19.0,Married,20.0,Large Option Plan,5405.0,Low
1188,M,26.0,Bachelors,Medical,Sales Executive,5.0,Travel_Rarely,Finance,High,High,Associate,Very High,1.0,No,Excellent,Low,5.0,4.0,3.0,3.0,1.0,2.0,9.3709,NY,49.0,Single,13.0,No Option Plan,4684.0,Low
1189,M,45.0,Masters,Life Sciences,Sales Executive,8.0,Non-Travel,Finance,High,High,Associate,High,4.0,No,Outstanding,Medium,10.0,3.0,4.0,7.0,5.0,7.0,8.1445,NY,36.0,Married,22.0,Large Option Plan,5154.0,High
1190,M,43.0,Masters,Life Sciences,Sales Executive,7.0,Travel_Frequently,Finance,Low,High,Associate,Very High,1.0,No,Outstanding,High,7.0,5.0,3.0,7.0,7.0,7.0,8.1062,NJ,50.0,Married,20.0,Full Option Plan,5675.0,High
1191,M,32.0,Masters,Marketing,Sales Executive,0.0,Travel_Frequently,Finance,Very High,High,Associate,Very High,8.0,No,Excellent,High,4.0,2.0,4.0,0.0,0.0,0.0,9.4216,NJ,40.0,Single,13.0,No Option Plan,4648.0,Low
1192,M,46.0,Bachelors,Technical Degree,Sales Executive,19.0,Travel_Rarely,Finance,Low,Very High,Executive,Low,2.0,No,Excellent,Very High,25.0,5.0,3.0,17.0,2.0,8.0,4.1185,NJ,46.0,Divorced,12.0,Full Option Plan,13225.0,Low
1193,F,27.0,Below College,Medical,Sales Representative,9.0,Travel_Rarely,Sales,Medium,Medium,Associate,High,1.0,No,Outstanding,Very High,9.0,5.0,3.0,8.0,5.0,8.0,5.2724,NY,22.0,Married,21.0,Full Option Plan,3540.0,Low
1194,M,28.0,Bachelors,Medical,Sales Representative,1.0,Travel_Rarely,Sales,Medium,High,Junior Associate,Medium,1.0,No,Excellent,Very High,1.0,3.0,3.0,0.0,0.0,0.0,5.7249,NY,29.0,Married,19.0,Full Option Plan,2856.0,Low
1195,M,36.0,Masters,Technical Degree,Sales Executive,10.0,Travel_Rarely,Sales,Medium,Medium,Associate,High,1.0,Yes,Excellent,Low,10.0,4.0,3.0,9.0,1.0,7.0,5.3804,NY,19.0,Married,13.0,Full Option Plan,5673.0,Low
1196,M,34.0,Bachelors,Life Sciences,Sales Executive,5.0,Travel_Rarely,Sales,High,High,Manager,Very High,2.0,Yes,Excellent,Very High,9.0,3.0,3.0,3.0,1.0,0.0,8.7939,NJ,38.0,Married,13.0,Small Option Plan,9713.0,Low
1197,F,27.0,Some College,Medical,Sales Executive,8.0,Travel_Rarely,Sales,Low,Very High,Associate,High,0.0,No,Excellent,Medium,9.0,5.0,2.0,7.0,0.0,7.0,7.6063,NY,36.0,Single,14.0,No Option Plan,6500.0,Low
1198,M,36.0,Some College,Marketing,Sales Executive,4.0,Travel_Rarely,Information Technology,High,Medium,Associate,Medium,2.0,No,Excellent,High,12.0,1.0,1.0,2.0,1.0,3.0,8.3936,NY,43.0,Married,16.0,Large Option Plan,5507.0,Low
1199,M,41.0,Bachelors,Marketing,Sales Executive,5.0,Travel_Rarely,Information Technology,High,High,Associate,Medium,5.0,No,Outstanding,High,14.0,3.0,3.0,4.0,1.0,4.0,5.441,NJ,32.0,Married,21.0,Full Option Plan,4393.0,Low
1200,M,31.0,Some College,Medical,Sales Executive,5.0,Travel_Rarely,Information Technology,High,High,Associate,Very High,2.0,Yes,Excellent,Very High,8.0,2.0,3.0,2.0,1.0,4.0,6.9535,NJ,23.0,Divorced,11.0,Full Option Plan,6583.0,Low
1201,F,34.0,Below College,Medical,Sales Executive,4.0,Travel_Rarely,Information Technology,Very High,Medium,Associate,Very High,3.0,Yes,Excellent,High,9.0,3.0,2.0,2.0,0.0,1.0,0.1445,NY,36.0,Married,12.0,No Option Plan,8103.0,Low
1202,M,33.0,Masters,Marketing,Sales Executive,10.0,Travel_Rarely,Information Technology,Medium,High,Associate,High,1.0,No,Excellent,Medium,10.0,2.0,2.0,4.0,0.0,9.0,4.828,NY,45.0,Single,14.0,No Option Plan,5487.0,High
1203,M,28.0,Some College,Life Sciences,Sales Executive,7.0,Travel_Frequently,Information Technology,High,Medium,Associate,Very High,1.0,Yes,Excellent,High,7.0,2.0,3.0,7.0,0.0,7.0,4.2246,NY,33.0,Married,12.0,Full Option Plan,6834.0,High
1204,F,39.0,Masters,Life Sciences,Sales Executive,3.0,Non-Travel,Sales,Low,Low,Associate,High,6.0,No,Excellent,High,10.0,1.0,3.0,2.0,1.0,2.0,8.4539,NY,28.0,Married,19.0,Full Option Plan,5736.0,High
1205,F,56.0,Doctorate,Marketing,Sales Executive,0.0,Travel_Rarely,Sales,Very High,Medium,Associate,Low,4.0,No,Excellent,High,6.0,3.0,3.0,0.0,0.0,0.0,9.1506,NJ,20.0,Married,16.0,Full Option Plan,5380.0,High
1206,F,58.0,Bachelors,Life Sciences,Manager,1.0,Travel_Rarely,Sales,Very High,High,Executive,Very High,4.0,Yes,Excellent,High,29.0,2.0,2.0,0.0,0.0,0.0,1.9453,NY,50.0,Married,13.0,Full Option Plan,17875.0,High
1207,F,42.0,Masters,Marketing,Sales Executive,0.0,Travel_Rarely,Sales,Medium,High,Associate,Very High,3.0,Yes,Excellent,High,14.0,4.0,3.0,0.0,0.0,0.0,7.2556,NJ,30.0,Divorced,12.0,Large Option Plan,5087.0,High
1208,F,35.0,Masters,Medical,Sales Executive,5.0,Travel_Rarely,Marketing,Medium,High,Associate,Low,0.0,No,Excellent,Very High,6.0,2.0,1.0,3.0,0.0,4.0,6.2713,NY,30.0,Married,16.0,Full Option Plan,5561.0,High
1209,F,34.0,Bachelors,Marketing,Sales Executive,14.0,Travel_Rarely,Marketing,Low,High,Manager,Very High,1.0,No,Outstanding,Low,14.0,3.0,2.0,8.0,2.0,1.0,3.9974,NY,39.0,Single,21.0,No Option Plan,9888.0,High
1210,F,34.0,Masters,Medical,Sales Executive,8.0,Travel_Rarely,Marketing,Very High,High,Manager,High,1.0,No,Excellent,High,9.0,2.0,2.0,7.0,1.0,1.0,4.1103,NJ,22.0,Divorced,18.0,Full Option Plan,8628.0,High
1211,F,38.0,Bachelors,Life Sciences,Sales Representative,1.0,Travel_Rarely,Marketing,Low,Medium,Junior Associate,Low,4.0,No,Excellent,Low,20.0,3.0,2.0,0.0,0.0,0.0,3.3342,NY,32.0,Single,14.0,No Option Plan,2858.0,Low
1212,M,35.0,Masters,Life Sciences,Sales Executive,10.0,Travel_Rarely,Marketing,High,High,Associate,Very High,1.0,Yes,Excellent,Very High,10.0,2.0,3.0,8.0,0.0,9.0,7.903,NY,27.0,Married,11.0,No Option Plan,5204.0,High
1213,M,27.0,Bachelors,Marketing,Sales Executive,7.0,Travel_Rarely,Sales,Very High,High,Associate,Very High,1.0,No,Excellent,Low,7.0,5.0,3.0,7.0,0.0,7.0,2.2027,NY,36.0,Single,14.0,No Option Plan,4105.0,High
1214,M,39.0,Masters,Marketing,Sales Executive,20.0,Travel_Rarely,Sales,Medium,High,Executive,Low,0.0,No,Excellent,Low,21.0,3.0,3.0,8.0,11.0,10.0,8.3175,NJ,49.0,Single,12.0,No Option Plan,13341.0,High
1215,F,40.0,Some College,Marketing,Sales Executive,11.0,Travel_Rarely,Sales,Medium,High,Associate,Medium,3.0,No,Excellent,High,15.0,4.0,3.0,8.0,5.0,10.0,2.5172,NY,47.0,Married,14.0,Full Option Plan,5677.0,High
1216,F,38.0,Masters,Life Sciences,Sales Executive,15.0,Travel_Rarely,Sales,Very High,High,Associate,Medium,0.0,No,Excellent,Low,16.0,3.0,3.0,13.0,5.0,8.0,2.649,NY,33.0,Married,15.0,Large Option Plan,4440.0,Low
1217,M,31.0,Some College,Life Sciences,Sales Representative,2.0,Travel_Rarely,Sales,Low,High,Junior Associate,High,0.0,No,Excellent,High,3.0,1.0,3.0,2.0,1.0,2.0,6.2861,NJ,19.0,Married,19.0,Full Option Plan,3067.0,High
1218,M,32.0,Masters,Medical,Sales Representative,2.0,Travel_Rarely,Sales,Medium,Medium,Junior Associate,Medium,0.0,No,Excellent,Medium,3.0,2.0,3.0,2.0,2.0,2.0,6.6997,NY,44.0,Married,14.0,Full Option Plan,2269.0,Low
1219,M,32.0,Masters,Marketing,Sales Executive,14.0,Travel_Rarely,Sales,High,High,Manager,Very High,1.0,No,Excellent,High,14.0,3.0,3.0,10.0,5.0,7.0,5.8833,NJ,24.0,Married,19.0,Large Option Plan,10422.0,Low
1220,M,25.0,Some College,Other,Sales Executive,5.0,Travel_Rarely,Finance,Low,High,Associate,High,0.0,Yes,Outstanding,Medium,6.0,3.0,2.0,3.0,0.0,4.0,3.4737,NY,35.0,Divorced,22.0,Full Option Plan,4907.0,High
1221,M,52.0,Masters,Life Sciences,Sales Representative,9.0,Non-Travel,Finance,Low,High,Junior Associate,Very High,2.0,No,Excellent,Medium,16.0,3.0,2.0,8.0,0.0,0.0,5.5446,NY,31.0,Divorced,15.0,Large Option Plan,3482.0,Low
1222,M,21.0,Below College,Medical,Sales Representative,2.0,Travel_Rarely,Finance,High,High,Junior Associate,Low,1.0,Yes,Excellent,Very High,2.0,6.0,3.0,2.0,1.0,2.0,1.471,NY,24.0,Single,11.0,No Option Plan,2380.0,High
1223,M,36.0,Bachelors,Medical,Sales Executive,9.0,Travel_Rarely,Finance,Low,Medium,Manager,Very High,0.0,No,Excellent,High,10.0,2.0,3.0,7.0,3.0,4.0,6.8394,NJ,19.0,Married,19.0,Large Option Plan,7644.0,Low
1224,F,34.0,Bachelors,Marketing,Sales Executive,8.0,Travel_Rarely,Finance,Very High,Medium,Associate,High,1.0,No,Outstanding,Very High,8.0,2.0,3.0,7.0,1.0,7.0,3.8066,NY,22.0,Married,21.0,Large Option Plan,6712.0,High
1225,M,36.0,Masters,Marketing,Sales Executive,15.0,Non-Travel,Sales,Very High,Low,Associate,Very High,1.0,No,Outstanding,Low,15.0,4.0,2.0,12.0,11.0,11.0,7.6785,NY,19.0,Divorced,24.0,Full Option Plan,5406.0,High
1226,M,41.0,Bachelors,Life Sciences,Sales Executive,5.0,Travel_Rarely,Sales,High,Medium,Associate,Medium,2.0,No,Excellent,High,14.0,5.0,3.0,4.0,0.0,4.0,7.9742,NJ,27.0,Divorced,11.0,Full Option Plan,8938.0,Low
1227,F,38.0,Some College,Life Sciences,Sales Executive,10.0,Travel_Rarely,Sales,Low,High,Associate,Very High,1.0,No,Excellent,High,10.0,1.0,3.0,7.0,1.0,9.0,3.5087,NY,49.0,Married,11.0,Full Option Plan,5343.0,Low
1228,F,36.0,Masters,Marketing,Sales Executive,6.0,Travel_Rarely,Sales,Medium,Medium,Associate,Very High,4.0,No,Excellent,Low,8.0,2.0,2.0,3.0,0.0,0.0,5.66,NY,46.0,Married,13.0,Full Option Plan,6652.0,Low
1229,M,45.0,Bachelors,Life Sciences,Sales Executive,5.0,Travel_Rarely,Sales,Very High,High,Associate,High,8.0,No,Excellent,High,8.0,3.0,3.0,3.0,0.0,1.0,2.6553,NY,28.0,Single,15.0,No Option Plan,4850.0,High
1230,F,39.0,Below College,Marketing,Sales Executive,20.0,Travel_Rarely,Sales,Medium,Medium,Executive,Very High,0.0,No,Excellent,Low,21.0,2.0,2.0,9.0,9.0,6.0,7.3785,NY,26.0,Married,11.0,Full Option Plan,12031.0,Low
1231,F,26.0,Bachelors,Other,Sales Representative,4.0,Travel_Rarely,Operations,Very High,Medium,Junior Associate,High,0.0,No,Excellent,Very High,5.0,2.0,3.0,2.0,0.0,0.0,8.7145,NY,32.0,Single,18.0,No Option Plan,2966.0,High
1232,M,49.0,Bachelors,Medical,Sales Executive,9.0,Travel_Frequently,Operations,Very High,Medium,Associate,Medium,2.0,No,Excellent,Very High,17.0,3.0,2.0,6.0,0.0,8.0,7.6658,NY,25.0,Married,14.0,No Option Plan,5390.0,High
1233,M,37.0,Masters,Human Resources,Human Resources,3.0,Travel_Rarely,Human Resources,High,High,Junior Associate,Low,4.0,Yes,Outstanding,Very High,7.0,3.0,3.0,2.0,0.0,2.0,7.7631,NY,48.0,Divorced,22.0,No Option Plan,2073.0,Low
1234,M,19.0,Some College,Technical Degree,Human Resources,1.0,Travel_Rarely,Human Resources,Low,Medium,Junior Associate,Very High,1.0,No,Excellent,High,1.0,3.0,4.0,0.0,0.0,0.0,9.088,NJ,40.0,Single,12.0,No Option Plan,2564.0,Low
1235,M,34.0,Bachelors,Human Resources,Human Resources,3.0,Travel_Frequently,Information Technology,Medium,High,Manager,Low,9.0,Yes,Excellent,High,11.0,2.0,3.0,2.0,0.0,2.0,7.6371,NY,23.0,Divorced,15.0,Small Option Plan,9950.0,Low
1236,M,26.0,Masters,Life Sciences,Human Resources,7.0,Travel_Frequently,Information Technology,Medium,High,Junior Associate,High,0.0,Yes,Excellent,Medium,8.0,2.0,2.0,7.0,1.0,0.0,8.0988,NJ,19.0,Divorced,11.0,Full Option Plan,2741.0,Low
1237,M,44.0,Some College,Medical,Human Resources,20.0,Travel_Rarely,Information Technology,Medium,Medium,Manager,Low,9.0,No,Excellent,Very High,24.0,1.0,3.0,6.0,3.0,6.0,7.4028,NJ,33.0,Married,14.0,Full Option Plan,10482.0,High
1238,M,34.0,Masters,Technical Degree,Human Resources,2.0,Travel_Rarely,Information Technology,Low,High,Junior Associate,High,1.0,No,Excellent,Very High,2.0,0.0,3.0,2.0,2.0,2.0,5.5856,NY,23.0,Married,15.0,No Option Plan,2742.0,High
1239,M,24.0,Below College,Human Resources,Human Resources,1.0,Travel_Rarely,Information Technology,Very High,Low,Junior Associate,High,1.0,No,Excellent,High,1.0,2.0,3.0,0.0,0.0,0.0,3.3524,NY,32.0,Married,11.0,Full Option Plan,1555.0,Low
1240,M,30.0,Bachelors,Human Resources,Human Resources,4.0,Travel_Frequently,Information Technology,High,Medium,Junior Associate,Very High,6.0,No,Excellent,High,6.0,0.0,2.0,2.0,1.0,2.0,3.0367,NY,38.0,Divorced,11.0,Full Option Plan,2180.0,High
1241,F,26.0,Some College,Medical,Human Resources,5.0,Travel_Rarely,Human Resources,Very High,High,Junior Associate,Medium,0.0,Yes,Excellent,High,6.0,3.0,3.0,1.0,1.0,4.0,5.5254,NY,39.0,Married,11.0,No Option Plan,2148.0,Low
1242,M,31.0,Doctorate,Human Resources,Human Resources,1.0,Travel_Rarely,Human Resources,Very High,Very High,Junior Associate,Low,0.0,No,Excellent,High,2.0,4.0,3.0,0.0,0.0,0.0,4.5289,NY,43.0,Married,17.0,No Option Plan,2956.0,Low
1243,M,29.0,Bachelors,Human Resources,Human Resources,2.0,Travel_Rarely,Human Resources,Low,Medium,Junior Associate,Low,4.0,Yes,Excellent,Very High,4.0,3.0,3.0,2.0,2.0,0.0,5.0749,NJ,40.0,Divorced,15.0,Small Option Plan,2335.0,High
1244,M,27.0,Bachelors,Human Resources,Human Resources,1.0,Travel_Frequently,Human Resources,Low,Medium,Junior Associate,Medium,1.0,No,Excellent,Low,1.0,2.0,3.0,0.0,0.0,0.0,7.7361,NJ,49.0,Married,12.0,No Option Plan,2863.0,Low
1245,M,37.0,Masters,Human Resources,Human Resources,3.0,Travel_Rarely,Human Resources,High,High,Junior Associate,Low,4.0,Yes,Outstanding,Very High,7.0,3.0,3.0,2.0,0.0,2.0,5.1857,NJ,48.0,Divorced,22.0,No Option Plan,2073.0,Low
1246,F,19.0,Some College,Technical Degree,Human Resources,1.0,Travel_Rarely,Finance,Low,Medium,Junior Associate,Very High,1.0,No,Excellent,High,1.0,3.0,4.0,0.0,0.0,0.0,2.9656,NY,40.0,Single,12.0,No Option Plan,2564.0,High
1247,M,34.0,Bachelors,Human Resources,Human Resources,3.0,Travel_Frequently,Finance,Medium,High,Manager,Low,9.0,Yes,Excellent,High,11.0,2.0,3.0,2.0,0.0,2.0,8.0495,NY,23.0,Divorced,15.0,Small Option Plan,9950.0,Low
1248,M,26.0,Masters,Life Sciences,Human Resources,7.0,Travel_Frequently,Finance,Medium,High,Junior Associate,High,0.0,Yes,Excellent,Medium,8.0,2.0,2.0,7.0,1.0,0.0,2.0826,NY,19.0,Divorced,11.0,Full Option Plan,2741.0,Low
1249,F,44.0,Some College,Medical,Research Scientist,20.0,Travel_Rarely,Finance,Medium,Medium,Manager,Low,9.0,No,Excellent,Very High,24.0,1.0,3.0,6.0,3.0,6.0,9.0783,NY,33.0,Married,14.0,Full Option Plan,10482.0,Low
1250,F,34.0,Masters,Technical Degree,Human Resources,2.0,Travel_Rarely,Finance,Low,High,Junior Associate,High,1.0,No,Excellent,Very High,10.0,0.0,3.0,2.0,2.0,2.0,8.6331,NJ,23.0,Married,15.0,No Option Plan,2742.0,High
1251,M,24.0,Below College,Human Resources,Human Resources,1.0,Travel_Rarely,Operations,Very High,Low,Junior Associate,High,1.0,No,Excellent,High,1.0,2.0,3.0,0.0,0.0,0.0,9.0917,NY,32.0,Married,11.0,Full Option Plan,1555.0,High
1252,M,30.0,Bachelors,Human Resources,Human Resources,4.0,Travel_Frequently,Operations,High,Medium,Junior Associate,Very High,6.0,No,Excellent,High,6.0,0.0,2.0,2.0,1.0,2.0,8.8501,NJ,38.0,Divorced,11.0,Full Option Plan,2180.0,Low
1253,F,26.0,Some College,Medical,Human Resources,5.0,Travel_Rarely,Operations,Very High,High,Junior Associate,Medium,0.0,Yes,Excellent,High,6.0,3.0,3.0,1.0,1.0,4.0,2.5117,NY,39.0,Married,11.0,No Option Plan,2148.0,Low
1254,F,31.0,Doctorate,Human Resources,Human Resources,1.0,Travel_Rarely,Operations,Very High,Very High,Junior Associate,Low,0.0,No,Excellent,High,2.0,4.0,3.0,0.0,0.0,0.0,2.3293,NY,43.0,Married,17.0,No Option Plan,2956.0,High
1255,F,29.0,Bachelors,Human Resources,Human Resources,2.0,Travel_Rarely,Human Resources,Low,Medium,Junior Associate,Low,4.0,Yes,Excellent,Very High,6.0,3.0,3.0,2.0,2.0,0.0,5.2945,NJ,40.0,Divorced,15.0,Small Option Plan,2335.0,High
1256,M,27.0,Bachelors,Human Resources,Human Resources,1.0,Travel_Frequently,Human Resources,Low,Medium,Junior Associate,Medium,1.0,No,Excellent,Low,9.0,2.0,3.0,0.0,0.0,0.0,3.708,NY,49.0,Married,12.0,No Option Plan,2863.0,High
1257,F,37.0,Masters,Human Resources,Human Resources,3.0,Travel_Rarely,Human Resources,High,High,Junior Associate,Low,4.0,Yes,Outstanding,Very High,7.0,3.0,3.0,2.0,0.0,2.0,9.9577,NY,48.0,Divorced,22.0,No Option Plan,2073.0,Low
1258,M,19.0,Some College,Technical Degree,Human Resources,1.0,Travel_Rarely,Human Resources,Low,Medium,Junior Associate,Very High,1.0,No,Excellent,High,1.0,3.0,4.0,0.0,0.0,0.0,6.5026,NY,40.0,Single,12.0,No Option Plan,2564.0,Low
1259,M,34.0,Bachelors,Human Resources,Human Resources,3.0,Travel_Frequently,Human Resources,Medium,High,Manager,Low,9.0,Yes,Excellent,High,11.0,2.0,3.0,2.0,0.0,2.0,3.7292,NY,23.0,Divorced,15.0,Small Option Plan,9950.0,Low
1260,M,26.0,Masters,Life Sciences,Human Resources,7.0,Travel_Frequently,Human Resources,Medium,High,Junior Associate,High,0.0,Yes,Excellent,Medium,8.0,2.0,2.0,7.0,1.0,0.0,4.4598,NY,19.0,Divorced,11.0,Full Option Plan,2741.0,High
1261,M,44.0,Some College,Medical,Human Resources,20.0,Travel_Rarely,Human Resources,Medium,Medium,Manager,Low,9.0,No,Excellent,Very High,24.0,1.0,3.0,6.0,3.0,6.0,7.9165,NY,33.0,Married,14.0,Full Option Plan,10482.0,Low
1262,M,34.0,Masters,Technical Degree,Human Resources,2.0,Travel_Rarely,Human Resources,Low,High,Junior Associate,High,1.0,No,Excellent,Very High,2.0,0.0,3.0,2.0,2.0,2.0,8.9417,NJ,23.0,Married,15.0,No Option Plan,2742.0,Low
