,CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Status,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
2132,0_to_200,4,all_credits_paid_back,car_new,250,less_100,unemployed,2,minority,none,3,savings_insurance,24,none,own,1,management_self-employed,1,none,yes,Risk
2133,0_to_200,14,credits_paid_to_date,repairs,2092,500_to_1000,1_to_4,1,minority,none,1,real_estate,32,stores,own,1,skilled,1,none,yes,Risk
2134,less_0,4,all_credits_paid_back,car_new,348,less_100,unemployed,2,majority,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
2135,no_checking,28,prior_payments_delayed,appliances,7988,100_to_500,greater_7,4,majority,none,4,car_other,50,none,free,2,skilled,1,none,yes,No Risk
2136,less_0,12,all_credits_paid_back,car_new,250,less_100,less_1,2,majority,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
2137,0_to_200,23,credits_paid_to_date,furniture,2293,less_100,1_to_4,2,minority,none,1,real_estate,36,bank,rent,1,unemployed,1,none,yes,Risk
2138,no_checking,34,prior_payments_delayed,radio_tv,7197,greater_1000,1_to_4,4,majority,none,4,savings_insurance,24,none,own,2,management_self-employed,1,yes,yes,No Risk
2139,less_0,18,prior_payments_delayed,radio_tv,2575,greater_1000,greater_7,3,majority,none,1,car_other,43,stores,own,2,unskilled,1,none,yes,No Risk
2140,no_checking,56,outstanding_credit,appliances,8005,unknown,4_to_7,5,majority,guarantor,4,car_other,56,none,free,2,skilled,1,yes,yes,No Risk
2141,greater_200,24,credits_paid_to_date,radio_tv,5526,500_to_1000,1_to_4,3,minority,co-applicant,4,car_other,57,none,own,3,skilled,1,yes,yes,Risk
2142,less_0,10,prior_payments_delayed,car_used,250,500_to_1000,1_to_4,2,minority,none,2,real_estate,31,stores,rent,1,skilled,1,none,yes,Risk
2143,no_checking,32,prior_payments_delayed,car_used,6881,100_to_500,4_to_7,4,minority,none,5,car_other,47,none,free,2,skilled,1,none,yes,Risk
2144,0_to_200,34,outstanding_credit,appliances,3399,500_to_1000,4_to_7,4,majority,none,3,savings_insurance,27,none,own,1,skilled,1,yes,yes,No Risk
2145,no_checking,25,prior_payments_delayed,car_used,6254,100_to_500,1_to_4,4,majority,none,3,unknown,43,none,own,2,management_self-employed,1,yes,yes,No Risk
2146,less_0,20,credits_paid_to_date,car_used,2218,less_100,1_to_4,3,majority,none,2,savings_insurance,21,bank,rent,1,unemployed,1,none,yes,No Risk
2147,less_0,22,credits_paid_to_date,car_new,1353,less_100,4_to_7,2,majority,none,3,savings_insurance,29,stores,own,2,skilled,1,none,no,No Risk
2148,less_0,25,all_credits_paid_back,car_new,250,500_to_1000,1_to_4,2,majority,none,3,real_estate,23,none,rent,2,skilled,1,none,yes,No Risk
2149,no_checking,46,outstanding_credit,repairs,5579,greater_1000,4_to_7,5,majority,co-applicant,5,unknown,41,none,own,1,skilled,1,yes,yes,No Risk
2150,no_checking,22,credits_paid_to_date,furniture,2900,100_to_500,1_to_4,3,minority,none,4,real_estate,35,none,own,2,skilled,1,none,yes,Risk
2151,less_0,26,credits_paid_to_date,business,6052,less_100,1_to_4,3,majority,none,2,car_other,28,none,own,2,skilled,1,none,yes,No Risk
2152,no_checking,8,all_credits_paid_back,car_new,429,less_100,unemployed,1,minority,none,3,real_estate,31,stores,rent,1,unskilled,1,none,yes,Risk
2153,0_to_200,28,credits_paid_to_date,radio_tv,3801,less_100,4_to_7,3,minority,none,3,savings_insurance,54,stores,free,2,skilled,1,none,yes,Risk
2154,no_checking,15,credits_paid_to_date,car_used,3998,less_100,4_to_7,3,majority,none,4,car_other,32,none,own,1,skilled,1,none,yes,No Risk
2155,greater_200,30,prior_payments_delayed,appliances,9655,less_100,1_to_4,3,majority,none,3,unknown,37,none,own,2,skilled,1,none,yes,No Risk
2156,0_to_200,4,prior_payments_delayed,car_new,250,less_100,less_1,2,minority,none,2,real_estate,24,none,own,1,skilled,1,none,yes,Risk
2157,less_0,12,all_credits_paid_back,car_used,916,less_100,less_1,2,minority,co-applicant,2,savings_insurance,38,none,own,1,skilled,1,none,yes,Risk
2158,no_checking,15,credits_paid_to_date,car_new,3869,less_100,1_to_4,2,majority,none,3,car_other,39,none,own,1,skilled,1,yes,yes,No Risk
2159,less_0,12,all_credits_paid_back,furniture,1248,less_100,1_to_4,2,minority,none,2,savings_insurance,37,none,own,1,skilled,1,none,yes,Risk
2160,no_checking,24,prior_payments_delayed,furniture,4416,unknown,4_to_7,4,majority,none,3,savings_insurance,47,none,own,2,skilled,1,none,yes,No Risk
2161,less_0,8,all_credits_paid_back,education,978,less_100,unemployed,2,minority,none,1,savings_insurance,19,none,rent,1,skilled,1,none,yes,Risk
2162,no_checking,8,credits_paid_to_date,furniture,463,greater_1000,4_to_7,3,majority,none,3,savings_insurance,34,none,own,1,skilled,1,none,yes,No Risk
2163,no_checking,37,outstanding_credit,repairs,6793,greater_1000,greater_7,4,majority,co-applicant,5,unknown,51,none,free,2,skilled,1,yes,yes,No Risk
2164,0_to_200,4,credits_paid_to_date,car_new,1850,less_100,less_1,2,minority,none,1,car_other,19,none,rent,1,skilled,1,none,yes,Risk
2165,no_checking,49,outstanding_credit,other,7409,500_to_1000,greater_7,5,majority,co-applicant,3,unknown,48,none,own,2,skilled,1,none,yes,No Risk
2166,greater_200,4,prior_payments_delayed,vacation,250,less_100,4_to_7,3,majority,none,3,real_estate,24,none,own,2,management_self-employed,1,yes,yes,No Risk
2167,less_0,25,prior_payments_delayed,radio_tv,4386,greater_1000,less_1,3,minority,none,2,car_other,32,none,own,2,skilled,1,none,yes,Risk
2168,no_checking,36,prior_payments_delayed,appliances,2433,500_to_1000,4_to_7,3,majority,none,4,savings_insurance,40,none,own,1,skilled,2,yes,yes,No Risk
2169,less_0,19,credits_paid_to_date,car_new,2578,500_to_1000,1_to_4,2,majority,co-applicant,3,car_other,43,stores,own,1,unskilled,1,none,yes,No Risk
2170,less_0,8,credits_paid_to_date,car_used,250,less_100,unemployed,2,minority,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
2171,no_checking,29,prior_payments_delayed,appliances,4940,100_to_500,greater_7,3,majority,none,3,car_other,47,none,own,2,skilled,1,none,yes,No Risk
2172,less_0,12,prior_payments_delayed,car_new,250,less_100,unemployed,2,minority,none,3,savings_insurance,19,none,rent,1,skilled,1,yes,yes,Risk
2173,less_0,8,no_credits,appliances,4641,less_100,1_to_4,3,majority,none,2,car_other,40,none,own,2,skilled,2,none,yes,No Risk
2174,no_checking,34,credits_paid_to_date,appliances,4153,greater_1000,1_to_4,2,minority,none,2,car_other,33,none,own,1,skilled,1,yes,yes,Risk
2175,0_to_200,23,outstanding_credit,furniture,2457,500_to_1000,greater_7,4,minority,co-applicant,4,car_other,50,stores,own,1,unskilled,1,none,yes,Risk
2176,no_checking,10,prior_payments_delayed,repairs,2560,100_to_500,1_to_4,3,majority,none,2,car_other,28,none,own,1,management_self-employed,1,none,yes,No Risk
2177,0_to_200,22,outstanding_credit,business,3705,100_to_500,4_to_7,2,majority,none,2,unknown,32,none,own,1,skilled,1,yes,yes,No Risk
2178,0_to_200,23,outstanding_credit,appliances,4826,100_to_500,1_to_4,4,majority,none,4,unknown,22,none,own,2,skilled,1,yes,yes,No Risk
2179,no_checking,41,prior_payments_delayed,furniture,6898,greater_1000,greater_7,4,majority,guarantor,5,car_other,55,none,free,2,skilled,2,yes,yes,No Risk
2180,less_0,11,no_credits,car_new,250,less_100,1_to_4,2,majority,none,2,real_estate,28,bank,rent,1,unemployed,1,none,yes,No Risk
2181,no_checking,35,prior_payments_delayed,radio_tv,8608,100_to_500,1_to_4,4,majority,none,4,unknown,48,none,free,2,skilled,1,yes,yes,No Risk
2182,no_checking,32,outstanding_credit,appliances,2775,greater_1000,greater_7,5,majority,none,5,car_other,48,none,free,2,skilled,1,yes,yes,No Risk
2183,greater_200,24,prior_payments_delayed,radio_tv,4174,100_to_500,1_to_4,3,majority,co-applicant,3,unknown,44,none,own,1,skilled,1,yes,yes,No Risk
2184,no_checking,24,prior_payments_delayed,furniture,5991,greater_1000,less_1,3,minority,none,4,savings_insurance,32,none,free,2,management_self-employed,1,none,yes,Risk
2185,less_0,10,prior_payments_delayed,furniture,2014,less_100,1_to_4,3,minority,co-applicant,1,real_estate,41,stores,own,1,skilled,1,none,yes,Risk
2186,greater_200,9,credits_paid_to_date,furniture,2620,less_100,4_to_7,4,majority,none,2,real_estate,31,none,own,1,management_self-employed,2,none,yes,No Risk
2187,no_checking,45,outstanding_credit,education,7616,greater_1000,greater_7,5,majority,co-applicant,5,unknown,53,none,free,2,management_self-employed,2,yes,yes,No Risk
2188,no_checking,11,credits_paid_to_date,car_new,3228,100_to_500,4_to_7,3,minority,none,4,car_other,34,none,own,2,skilled,1,yes,yes,Risk
2189,no_checking,27,prior_payments_delayed,education,6035,unknown,greater_7,4,minority,none,4,car_other,45,none,own,2,skilled,1,none,yes,Risk
2190,less_0,5,prior_payments_delayed,car_new,250,100_to_500,less_1,2,majority,none,2,savings_insurance,20,bank,rent,1,unskilled,1,none,yes,No Risk
2191,no_checking,33,prior_payments_delayed,appliances,5799,500_to_1000,greater_7,4,majority,none,3,car_other,46,none,free,2,skilled,1,yes,yes,No Risk
2192,0_to_200,11,prior_payments_delayed,furniture,1198,less_100,4_to_7,3,majority,none,2,savings_insurance,34,bank,rent,1,unskilled,1,yes,yes,No Risk
2193,no_checking,26,prior_payments_delayed,radio_tv,6346,100_to_500,1_to_4,3,minority,none,3,car_other,41,none,own,1,skilled,1,yes,yes,Risk
2194,less_0,12,all_credits_paid_back,car_used,250,less_100,unemployed,2,minority,co-applicant,2,savings_insurance,19,stores,own,1,skilled,1,none,yes,Risk
2195,no_checking,24,prior_payments_delayed,radio_tv,4706,100_to_500,1_to_4,3,minority,none,3,car_other,46,none,own,1,skilled,1,none,yes,Risk
2196,no_checking,19,credits_paid_to_date,car_used,2574,greater_1000,1_to_4,2,minority,none,3,savings_insurance,28,none,own,1,skilled,1,none,yes,Risk
2197,less_0,32,prior_payments_delayed,radio_tv,4234,500_to_1000,4_to_7,4,majority,none,3,car_other,35,none,free,2,skilled,1,none,yes,No Risk
2198,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,minority,none,1,savings_insurance,30,none,rent,1,skilled,1,none,yes,Risk
2199,no_checking,32,prior_payments_delayed,education,6332,100_to_500,4_to_7,5,minority,none,5,savings_insurance,50,none,own,2,management_self-employed,2,yes,yes,Risk
2200,no_checking,37,outstanding_credit,repairs,4580,greater_1000,greater_7,5,majority,none,3,car_other,45,none,free,2,skilled,1,yes,yes,No Risk
2201,0_to_200,39,credits_paid_to_date,furniture,4939,500_to_1000,greater_7,4,majority,none,4,savings_insurance,33,none,free,2,skilled,1,none,yes,No Risk
2202,no_checking,8,credits_paid_to_date,furniture,3733,less_100,4_to_7,3,majority,none,2,real_estate,41,none,own,1,skilled,1,none,yes,No Risk
2203,no_checking,35,prior_payments_delayed,radio_tv,6461,unknown,greater_7,4,majority,co-applicant,5,unknown,56,none,own,3,skilled,2,yes,yes,No Risk
2204,0_to_200,5,prior_payments_delayed,furniture,3207,less_100,less_1,3,minority,none,3,savings_insurance,37,none,own,1,management_self-employed,1,yes,yes,Risk
2205,no_checking,36,prior_payments_delayed,furniture,8232,unknown,4_to_7,5,minority,none,5,savings_insurance,49,none,own,2,skilled,2,yes,yes,Risk
2206,0_to_200,23,prior_payments_delayed,radio_tv,1060,100_to_500,4_to_7,2,majority,none,2,car_other,44,none,free,1,skilled,1,yes,yes,No Risk
2207,greater_200,29,prior_payments_delayed,appliances,3533,100_to_500,4_to_7,2,minority,none,3,savings_insurance,44,none,own,1,skilled,1,none,yes,Risk
2208,0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,2,minority,none,2,real_estate,22,none,own,1,skilled,1,none,yes,Risk
2209,less_0,20,credits_paid_to_date,car_used,699,less_100,4_to_7,3,majority,none,2,savings_insurance,27,none,own,1,skilled,1,none,yes,No Risk
2210,no_checking,23,prior_payments_delayed,furniture,6959,100_to_500,greater_7,4,majority,none,4,savings_insurance,38,none,own,1,skilled,1,none,yes,No Risk
2211,no_checking,38,outstanding_credit,appliances,5682,greater_1000,greater_7,5,majority,co-applicant,4,unknown,60,none,free,2,skilled,2,yes,yes,No Risk
2212,greater_200,26,credits_paid_to_date,furniture,5361,100_to_500,less_1,3,minority,none,2,car_other,23,none,own,2,skilled,1,none,yes,Risk
2213,no_checking,48,outstanding_credit,repairs,6967,unknown,greater_7,4,minority,co-applicant,5,unknown,54,none,free,2,skilled,2,yes,yes,Risk
2214,less_0,20,prior_payments_delayed,car_used,250,less_100,4_to_7,2,minority,none,2,savings_insurance,23,stores,own,1,unskilled,1,none,yes,Risk
2215,no_checking,34,outstanding_credit,furniture,9545,500_to_1000,4_to_7,3,majority,co-applicant,3,unknown,44,none,free,2,skilled,2,yes,yes,No Risk
2216,less_0,20,credits_paid_to_date,car_new,2986,less_100,1_to_4,3,majority,none,2,real_estate,47,none,own,1,skilled,1,yes,yes,No Risk
2217,no_checking,37,prior_payments_delayed,radio_tv,5240,greater_1000,1_to_4,4,minority,none,4,savings_insurance,54,none,own,2,skilled,2,yes,yes,Risk
2218,no_checking,15,credits_paid_to_date,furniture,4813,greater_1000,greater_7,3,minority,none,3,unknown,49,none,own,2,skilled,1,yes,yes,Risk
2219,less_0,10,all_credits_paid_back,car_used,1847,less_100,unemployed,1,minority,none,3,car_other,27,none,own,1,skilled,1,none,yes,Risk
2220,no_checking,43,prior_payments_delayed,appliances,7393,500_to_1000,greater_7,5,majority,co-applicant,4,savings_insurance,37,none,free,2,skilled,1,none,yes,No Risk
2221,no_checking,30,outstanding_credit,furniture,5025,unknown,greater_7,4,majority,none,5,savings_insurance,45,none,own,2,management_self-employed,2,yes,yes,No Risk
2222,less_0,13,no_credits,car_new,250,less_100,1_to_4,2,minority,none,2,real_estate,19,none,own,1,skilled,1,none,yes,Risk
2223,0_to_200,19,credits_paid_to_date,car_new,1796,less_100,less_1,3,majority,none,2,real_estate,28,none,rent,1,skilled,1,none,yes,No Risk
2224,no_checking,34,credits_paid_to_date,business,4674,500_to_1000,4_to_7,4,minority,none,3,savings_insurance,44,none,own,2,skilled,1,none,yes,Risk
2225,no_checking,35,outstanding_credit,vacation,7408,500_to_1000,greater_7,5,majority,co-applicant,3,unknown,50,none,free,2,skilled,2,yes,yes,No Risk
2226,0_to_200,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,minority,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
2227,0_to_200,29,credits_paid_to_date,radio_tv,4623,less_100,4_to_7,4,minority,none,2,savings_insurance,35,none,own,1,skilled,1,none,yes,Risk
2228,0_to_200,7,all_credits_paid_back,car_used,250,less_100,unemployed,1,minority,none,1,savings_insurance,23,none,own,1,skilled,1,none,yes,Risk
2229,0_to_200,23,outstanding_credit,car_used,4257,100_to_500,greater_7,3,majority,none,3,car_other,39,bank,rent,2,unemployed,1,yes,yes,No Risk
2230,no_checking,13,credits_paid_to_date,repairs,5355,100_to_500,1_to_4,3,minority,none,2,real_estate,31,none,own,1,management_self-employed,2,none,yes,Risk
2231,less_0,8,prior_payments_delayed,car_new,3212,less_100,1_to_4,2,minority,none,2,car_other,34,stores,own,1,skilled,1,none,yes,Risk
2232,no_checking,21,credits_paid_to_date,retraining,3167,100_to_500,greater_7,3,minority,none,3,car_other,31,bank,own,1,unemployed,1,none,yes,Risk
2233,0_to_200,17,credits_paid_to_date,car_used,1052,less_100,less_1,2,minority,none,3,real_estate,28,none,own,1,skilled,1,none,yes,Risk
2234,0_to_200,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,majority,none,1,real_estate,25,none,own,1,skilled,1,none,yes,No Risk
2235,0_to_200,16,credits_paid_to_date,car_new,1395,less_100,1_to_4,2,minority,none,3,savings_insurance,30,none,own,1,skilled,1,none,yes,Risk
2236,0_to_200,30,credits_paid_to_date,business,5087,less_100,4_to_7,4,minority,none,3,car_other,25,bank,own,1,unemployed,1,yes,yes,Risk
2237,less_0,36,outstanding_credit,appliances,4425,unknown,greater_7,3,minority,none,4,unknown,46,stores,free,2,skilled,2,yes,yes,Risk
2238,0_to_200,7,all_credits_paid_back,car_new,1468,500_to_1000,less_1,1,majority,none,1,real_estate,20,bank,rent,1,unemployed,1,none,yes,No Risk
2239,no_checking,32,prior_payments_delayed,appliances,4842,500_to_1000,greater_7,5,minority,none,3,car_other,43,none,free,2,skilled,1,none,yes,Risk
2240,no_checking,27,prior_payments_delayed,appliances,3605,100_to_500,4_to_7,4,minority,none,3,real_estate,28,none,own,2,skilled,1,yes,yes,Risk
2241,0_to_200,18,prior_payments_delayed,car_new,5601,less_100,1_to_4,3,majority,none,4,car_other,36,none,own,1,management_self-employed,2,yes,yes,No Risk
2242,0_to_200,17,credits_paid_to_date,vacation,1485,less_100,less_1,1,majority,none,2,savings_insurance,36,stores,own,1,skilled,1,none,yes,No Risk
2243,no_checking,34,outstanding_credit,repairs,6523,unknown,4_to_7,4,majority,co-applicant,3,unknown,48,none,free,2,skilled,1,yes,yes,No Risk
2244,less_0,6,prior_payments_delayed,car_new,1773,less_100,1_to_4,3,majority,none,2,car_other,20,none,own,2,skilled,1,none,yes,No Risk
2245,less_0,17,credits_paid_to_date,car_used,1435,500_to_1000,1_to_4,3,majority,none,3,car_other,28,none,own,2,skilled,1,yes,yes,No Risk
2246,0_to_200,7,prior_payments_delayed,repairs,931,less_100,less_1,3,majority,none,3,savings_insurance,19,bank,rent,1,unskilled,1,none,yes,No Risk
2247,less_0,21,prior_payments_delayed,car_used,2716,greater_1000,1_to_4,2,minority,none,2,car_other,37,stores,own,1,unskilled,1,none,yes,Risk
2248,0_to_200,31,credits_paid_to_date,car_used,4738,less_100,1_to_4,3,majority,none,2,savings_insurance,19,none,free,2,skilled,1,yes,yes,No Risk
2249,0_to_200,14,all_credits_paid_back,appliances,922,less_100,1_to_4,1,minority,none,2,savings_insurance,28,stores,rent,1,skilled,1,none,yes,Risk
2250,0_to_200,16,credits_paid_to_date,vacation,250,less_100,1_to_4,3,minority,none,1,real_estate,19,none,own,1,skilled,1,none,yes,Risk
2251,less_0,19,credits_paid_to_date,car_used,881,100_to_500,unemployed,2,minority,none,3,real_estate,19,stores,own,1,skilled,1,none,yes,Risk
2252,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,majority,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
2253,less_0,17,credits_paid_to_date,repairs,1067,less_100,less_1,2,minority,none,1,real_estate,29,none,own,1,skilled,1,none,yes,Risk
2254,no_checking,36,prior_payments_delayed,vacation,2844,500_to_1000,greater_7,5,majority,none,4,car_other,47,stores,own,1,unskilled,1,yes,yes,No Risk
2255,less_0,17,credits_paid_to_date,vacation,691,500_to_1000,1_to_4,3,majority,none,3,savings_insurance,22,none,rent,2,skilled,1,none,yes,No Risk
2256,greater_200,41,outstanding_credit,radio_tv,7911,500_to_1000,4_to_7,5,majority,co-applicant,3,unknown,47,none,free,2,skilled,1,yes,yes,No Risk
2257,less_0,16,credits_paid_to_date,car_used,250,100_to_500,less_1,2,minority,none,3,savings_insurance,25,none,rent,1,skilled,1,none,yes,Risk
2258,less_0,7,all_credits_paid_back,car_used,250,100_to_500,less_1,2,majority,none,1,real_estate,30,stores,rent,1,skilled,1,none,yes,No Risk
2259,0_to_200,26,credits_paid_to_date,furniture,3110,less_100,1_to_4,3,majority,none,4,real_estate,32,none,free,1,management_self-employed,1,none,yes,No Risk
2260,no_checking,36,prior_payments_delayed,furniture,2227,500_to_1000,4_to_7,3,majority,none,3,real_estate,22,none,own,1,management_self-employed,2,yes,yes,No Risk
2261,less_0,14,prior_payments_delayed,furniture,711,less_100,1_to_4,3,majority,none,3,savings_insurance,36,none,own,1,skilled,1,yes,yes,No Risk
